source,job_title,role_normalized,seniority,salary_eur,country,country_name,year,salary_usd,dataset
Manfred 2026,Data Analyst,Data Analyst,Junior,20900.0,ES,Spain,2026,22572.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22500.0,ES,Spain,2026,24300.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,20900.0,ES,Spain,2026,22572.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23400.0,ES,Spain,2026,25272.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21700.0,ES,Spain,2026,23436.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22600.0,ES,Spain,2026,24408.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23800.0,ES,Spain,2026,25704.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22900.0,ES,Spain,2026,24732.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22600.0,ES,Spain,2026,24408.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22000.0,ES,Spain,2026,23760.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22000.0,ES,Spain,2026,23760.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23000.0,ES,Spain,2026,24840.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,24700.0,ES,Spain,2026,26676.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22900.0,ES,Spain,2026,24732.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22600.0,ES,Spain,2026,24408.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23200.0,ES,Spain,2026,25056.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22400.0,ES,Spain,2026,24192.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,20900.0,ES,Spain,2026,22572.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22700.0,ES,Spain,2026,24516.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,24300.0,ES,Spain,2026,26244.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21500.0,ES,Spain,2026,23220.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23000.0,ES,Spain,2026,24840.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21600.0,ES,Spain,2026,23328.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22600.0,ES,Spain,2026,24408.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21100.0,ES,Spain,2026,22788.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22400.0,ES,Spain,2026,24192.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23300.0,ES,Spain,2026,25164.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22100.0,ES,Spain,2026,23868.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23000.0,ES,Spain,2026,24840.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23400.0,ES,Spain,2026,25272.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,24000.0,ES,Spain,2026,25920.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21700.0,ES,Spain,2026,23436.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22200.0,ES,Spain,2026,23976.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21400.0,ES,Spain,2026,23112.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,24700.0,ES,Spain,2026,26676.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,24000.0,ES,Spain,2026,25920.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22600.0,ES,Spain,2026,24408.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23600.0,ES,Spain,2026,25488.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22600.0,ES,Spain,2026,24408.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,22800.0,ES,Spain,2026,24624.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21100.0,ES,Spain,2026,22788.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23300.0,ES,Spain,2026,25164.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,21300.0,ES,Spain,2026,23004.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23500.0,ES,Spain,2026,25380.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23300.0,ES,Spain,2026,25164.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Junior,23100.0,ES,Spain,2026,24948.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27200.0,ES,Spain,2026,29376.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29500.0,ES,Spain,2026,31860.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29300.0,ES,Spain,2026,31644.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29800.0,ES,Spain,2026,32184.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27900.0,ES,Spain,2026,30132.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,33400.0,ES,Spain,2026,36072.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30700.0,ES,Spain,2026,33156.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29500.0,ES,Spain,2026,31860.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30000.0,ES,Spain,2026,32400.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30300.0,ES,Spain,2026,32724.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31000.0,ES,Spain,2026,33480.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30600.0,ES,Spain,2026,33048.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,33200.0,ES,Spain,2026,35856.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30500.0,ES,Spain,2026,32940.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,34400.0,ES,Spain,2026,37152.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32500.0,ES,Spain,2026,35100.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28900.0,ES,Spain,2026,31212.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,33300.0,ES,Spain,2026,35964.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28200.0,ES,Spain,2026,30456.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32300.0,ES,Spain,2026,34884.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29900.0,ES,Spain,2026,32292.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32800.0,ES,Spain,2026,35424.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32700.0,ES,Spain,2026,35316.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32200.0,ES,Spain,2026,34776.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32100.0,ES,Spain,2026,34668.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29500.0,ES,Spain,2026,31860.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27800.0,ES,Spain,2026,30024.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30000.0,ES,Spain,2026,32400.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28700.0,ES,Spain,2026,30996.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31500.0,ES,Spain,2026,34020.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29700.0,ES,Spain,2026,32076.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,34000.0,ES,Spain,2026,36720.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31200.0,ES,Spain,2026,33696.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32300.0,ES,Spain,2026,34884.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28300.0,ES,Spain,2026,30564.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32600.0,ES,Spain,2026,35208.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,33200.0,ES,Spain,2026,35856.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30400.0,ES,Spain,2026,32832.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31000.0,ES,Spain,2026,33480.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31900.0,ES,Spain,2026,34452.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28700.0,ES,Spain,2026,30996.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30500.0,ES,Spain,2026,32940.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30000.0,ES,Spain,2026,32400.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28400.0,ES,Spain,2026,30672.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29900.0,ES,Spain,2026,32292.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27700.0,ES,Spain,2026,29916.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27000.0,ES,Spain,2026,29160.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28300.0,ES,Spain,2026,30564.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,33800.0,ES,Spain,2026,36504.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30700.0,ES,Spain,2026,33156.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,33800.0,ES,Spain,2026,36504.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30200.0,ES,Spain,2026,32616.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29600.0,ES,Spain,2026,31968.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30500.0,ES,Spain,2026,32940.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30200.0,ES,Spain,2026,32616.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28100.0,ES,Spain,2026,30348.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31200.0,ES,Spain,2026,33696.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29000.0,ES,Spain,2026,31320.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31100.0,ES,Spain,2026,33588.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31200.0,ES,Spain,2026,33696.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,28500.0,ES,Spain,2026,30780.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27600.0,ES,Spain,2026,29808.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,32000.0,ES,Spain,2026,34560.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,30300.0,ES,Spain,2026,32724.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27500.0,ES,Spain,2026,29700.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,34500.0,ES,Spain,2026,37260.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,27500.0,ES,Spain,2026,29700.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,31500.0,ES,Spain,2026,34020.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,34200.0,ES,Spain,2026,36936.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Mid,29100.0,ES,Spain,2026,31428.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37600.0,ES,Spain,2026,40608.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37500.0,ES,Spain,2026,40500.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38300.0,ES,Spain,2026,41364.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37300.0,ES,Spain,2026,40284.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39600.0,ES,Spain,2026,42768.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37100.0,ES,Spain,2026,40068.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39000.0,ES,Spain,2026,42120.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,41800.0,ES,Spain,2026,45144.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40200.0,ES,Spain,2026,43416.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39400.0,ES,Spain,2026,42552.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38300.0,ES,Spain,2026,41364.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39400.0,ES,Spain,2026,42552.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39100.0,ES,Spain,2026,42228.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38800.0,ES,Spain,2026,41904.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37500.0,ES,Spain,2026,40500.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40600.0,ES,Spain,2026,43848.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38800.0,ES,Spain,2026,41904.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37900.0,ES,Spain,2026,40932.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38600.0,ES,Spain,2026,41688.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38700.0,ES,Spain,2026,41796.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40200.0,ES,Spain,2026,43416.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39800.0,ES,Spain,2026,42984.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40000.0,ES,Spain,2026,43200.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,36400.0,ES,Spain,2026,39312.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38700.0,ES,Spain,2026,41796.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38900.0,ES,Spain,2026,42012.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,36600.0,ES,Spain,2026,39528.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38200.0,ES,Spain,2026,41256.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39900.0,ES,Spain,2026,43092.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37600.0,ES,Spain,2026,40608.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39100.0,ES,Spain,2026,42228.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38000.0,ES,Spain,2026,41040.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,36500.0,ES,Spain,2026,39420.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38100.0,ES,Spain,2026,41148.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,41300.0,ES,Spain,2026,44604.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40100.0,ES,Spain,2026,43308.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,41100.0,ES,Spain,2026,44388.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39000.0,ES,Spain,2026,42120.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37400.0,ES,Spain,2026,40392.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39100.0,ES,Spain,2026,42228.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38900.0,ES,Spain,2026,42012.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40300.0,ES,Spain,2026,43524.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37300.0,ES,Spain,2026,40284.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39000.0,ES,Spain,2026,42120.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,37600.0,ES,Spain,2026,40608.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38400.0,ES,Spain,2026,41472.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39800.0,ES,Spain,2026,42984.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38900.0,ES,Spain,2026,42012.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38600.0,ES,Spain,2026,41688.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38700.0,ES,Spain,2026,41796.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38900.0,ES,Spain,2026,42012.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40000.0,ES,Spain,2026,43200.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40600.0,ES,Spain,2026,43848.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,41100.0,ES,Spain,2026,44388.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40000.0,ES,Spain,2026,43200.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38400.0,ES,Spain,2026,41472.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,39600.0,ES,Spain,2026,42768.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38800.0,ES,Spain,2026,41904.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,38100.0,ES,Spain,2026,41148.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Senior,40300.0,ES,Spain,2026,43524.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,44000.0,ES,Spain,2026,47520.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,48400.0,ES,Spain,2026,52272.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,46400.0,ES,Spain,2026,50112.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,47000.0,ES,Spain,2026,50760.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,47100.0,ES,Spain,2026,50868.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,48400.0,ES,Spain,2026,52272.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,47000.0,ES,Spain,2026,50760.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,46900.0,ES,Spain,2026,50652.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,44300.0,ES,Spain,2026,47844.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,46600.0,ES,Spain,2026,50328.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,44900.0,ES,Spain,2026,48492.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,47500.0,ES,Spain,2026,51300.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,46500.0,ES,Spain,2026,50220.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,47200.0,ES,Spain,2026,50976.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,44000.0,ES,Spain,2026,47520.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,44400.0,ES,Spain,2026,47952.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,47400.0,ES,Spain,2026,51192.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,44300.0,ES,Spain,2026,47844.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,44300.0,ES,Spain,2026,47844.0,Manfred 2026
Manfred 2026,Data Analyst,Data Analyst,Lead,43500.0,ES,Spain,2026,46980.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,33500.0,ES,Spain,2026,36180.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31400.0,ES,Spain,2026,33912.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,29200.0,ES,Spain,2026,31536.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28900.0,ES,Spain,2026,31212.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,29200.0,ES,Spain,2026,31536.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31600.0,ES,Spain,2026,34128.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30900.0,ES,Spain,2026,33372.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28000.0,ES,Spain,2026,30240.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28000.0,ES,Spain,2026,30240.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,27200.0,ES,Spain,2026,29376.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30900.0,ES,Spain,2026,33372.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31600.0,ES,Spain,2026,34128.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28600.0,ES,Spain,2026,30888.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,26000.0,ES,Spain,2026,28080.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,27000.0,ES,Spain,2026,29160.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,33700.0,ES,Spain,2026,36396.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28800.0,ES,Spain,2026,31104.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31600.0,ES,Spain,2026,34128.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30700.0,ES,Spain,2026,33156.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,29400.0,ES,Spain,2026,31752.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28200.0,ES,Spain,2026,30456.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,27500.0,ES,Spain,2026,29700.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30600.0,ES,Spain,2026,33048.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31600.0,ES,Spain,2026,34128.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30800.0,ES,Spain,2026,33264.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30200.0,ES,Spain,2026,32616.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,26400.0,ES,Spain,2026,28512.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,33700.0,ES,Spain,2026,36396.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31800.0,ES,Spain,2026,34344.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28800.0,ES,Spain,2026,31104.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,34000.0,ES,Spain,2026,36720.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30500.0,ES,Spain,2026,32940.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30400.0,ES,Spain,2026,32832.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31500.0,ES,Spain,2026,34020.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,31900.0,ES,Spain,2026,34452.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30900.0,ES,Spain,2026,33372.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,27500.0,ES,Spain,2026,29700.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,29100.0,ES,Spain,2026,31428.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,33100.0,ES,Spain,2026,35748.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28400.0,ES,Spain,2026,30672.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,29300.0,ES,Spain,2026,31644.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,29600.0,ES,Spain,2026,31968.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,29700.0,ES,Spain,2026,32076.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30600.0,ES,Spain,2026,33048.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,33300.0,ES,Spain,2026,35964.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28500.0,ES,Spain,2026,30780.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,27500.0,ES,Spain,2026,29700.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,28100.0,ES,Spain,2026,30348.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,32600.0,ES,Spain,2026,35208.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Junior,30800.0,ES,Spain,2026,33264.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,41300.0,ES,Spain,2026,44604.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,45800.0,ES,Spain,2026,49464.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,46300.0,ES,Spain,2026,50004.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,46100.0,ES,Spain,2026,49788.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,47200.0,ES,Spain,2026,50976.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,41000.0,ES,Spain,2026,44280.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,45100.0,ES,Spain,2026,48708.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,42700.0,ES,Spain,2026,46116.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,46100.0,ES,Spain,2026,49788.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,44800.0,ES,Spain,2026,48384.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,45300.0,ES,Spain,2026,48924.0,Manfred 2026
Manfred 2026,ML Engineer,ML Engineer,Mid,44200.0,ES,Spain,2026,47736.0,Manfred 2026
